"Method","Company #","Company","Address","Order #","Name","#","Last","Ship Date","Invoice Amount","Status"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78640","LETS GO BRANDON","1","PS-Finish Shipped 06/06/2022 07:38 AM","Jun 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78656","Finish Shop","1","PS-Finish Shipped 06/06/2022 01:40 PM","Jun 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78676","LETS GO BRANDON","1","PS-Finish Shipped 06/06/2022 01:43 PM","Jun 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78679","LETS GO BRANDON","7","PS-Finish Shipped 06/06/2022 02:32 PM","Jun 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78742","Finish Shhop","1","PS-Finish Shipped 06/08/2022 09:53 AM","Jun 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78699","LETS GO BRANDON","1","PS-Finish Shipped 06/07/2022 02:14 PM","Jun 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78787","LETS GO BRANDON","1","PS-Finish Shipped 06/09/2022 07:22 AM","Jun 09,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78801","Finish Shop","1","PS-Finish Shipped 06/09/2022 10:22 AM","Jun 09,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78816","Finish Shop","3","none","Jun 09,2022","0.00","Ship Order"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78818","Finish Shop","1","PS-Finish Shipped 06/09/2022 01:48 PM","Jun 09,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78768","LETS GO BRANDON","2","PS-Finish Shipped 06/08/2022 02:57 PM","Jun 09,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78873","LETS GO BRANDON","1","PS-Finish Shipped 06/13/2022 07:17 AM","Jun 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78887","LETS GO BRANDON","1","PS-Finish Shipped 06/13/2022 09:24 AM","Jun 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78904","Finish Shop","2","PS-Finish Shipped 06/13/2022 01:14 PM","Jun 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78907","Finish Shop","6","PS-Finish Shipped 06/13/2022 02:28 PM","Jun 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78935","finish shop","1","PS-Finish Shipped 06/14/2022 09:31 AM","Jun 14,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78936","finish shop","1","PS-Finish Shipped 06/14/2022 09:18 AM","Jun 14,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78941","Finish Shop","1","PS-Finish Shipped 06/14/2022 11:12 AM","Jun 14,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78942","Finish Shop","1","PS-Finish Shipped 06/14/2022 11:12 AM","Jun 14,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78943","LETS GO BRANDON","5","PS-Finish Shipped 06/14/2022 12:03 PM","Jun 14,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78966","LETS GO BRANDON","4","PS-Finish Shipped 06/15/2022 08:42 AM","Jun 15,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78994","Finish Shop","1","PS-Finish Shipped 06/15/2022 01:13 PM","Jun 15,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79041","Finish Shop","1","PS-Finish Shipped 06/16/2022 01:33 PM","Jun 16,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79070","Finish Shop","1","PS-Finish Shipped 06/17/2022 10:33 AM","Jun 17,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79102","LETS GO BRANDON","1","PS-Finish Shipped 06/20/2022 07:03 AM","Jun 20,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79115","Finish Shop","1","PS-Finish Shipped 06/20/2022 09:31 AM","Jun 20,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79132","Finish Shop","1","PS-Finish Shipped 06/20/2022 12:44 PM","Jun 20,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79170","Finish Shop","1","PS-Finish Shipped 06/21/2022 07:58 AM","Jun 21,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79189","Finish Shop","1","none","Jun 21,2022","0.00","Ship Order"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79203","Finish Shop","1","none","Jun 22,2022","0.00","Ship Order"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79211","LETS GO BRANDON","2","PS-Finish Shipped 06/22/2022 09:57 AM","Jun 22,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79244","Finish Shop","2","PS-Finish Shipped 06/23/2022 07:52 AM","Jun 22,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79246","Finish Shop","3","PS-Finish Shipped 06/23/2022 07:53 AM","Jun 22,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79267","Finish Shop","1","PS-Finish Shipped 06/23/2022 02:31 PM","Jun 23,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79276","LETS GO BRANDON","1","PS-Finish Shipped 06/24/2022 09:49 AM","Jun 24,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 pothole rd., Naples, ID 83847","78802","finish shop","1","PS-Finish Shipped 06/09/2022 11:46 AM","Jun 27,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79347","Finish Shop","1","PS-Finish Shipped 06/28/2022 08:38 AM","Jun 28,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79379","LETS GO BRANDON","1","PS-Finish Shipped 06/29/2022 07:50 AM","Jun 28,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79383","Finish Shop","1","PS-Finish Shipped 06/29/2022 07:49 AM","Jun 29,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79384","LETS GO BRANDON","1","PS-Finish Shipped 06/29/2022 06:58 AM","Jun 29,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79386","Finish Shop","1","PS-Finish Shipped 06/29/2022 07:56 AM","Jun 29,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79409","Finish Shop","1","PS-Finish Shipped 06/29/2022 01:57 PM","Jun 29,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79416","Finish Shop","4","PS-Finish Shipped 06/29/2022 03:48 PM","Jun 29,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79442","LETS GO BRANDON","1","PS-Finish Shipped 06/30/2022 01:16 PM","Jun 30,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79489","Finish Shop","2","PS-Finish Shipped 07/01/2022 11:01 AM","Jul 01,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78969","finish shop","1","PS-Finish Shipped 06/15/2022 08:35 AM","Jul 03,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79552","LETS GO BRANDON","1","PS-Finish Shipped 07/06/2022 10:55 AM","Jul 05,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79533","LETS GO BRANDON","1","PS-Finish Shipped 07/06/2022 06:33 AM","Jul 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79535","Finish Shop","3","PS-Finish Shipped 07/06/2022 08:32 AM","Jul 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79546","Finish Shop","1","PS-Finish Shipped 07/06/2022 10:06 AM","Jul 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79549","Finish Shop","1","PS-On Pallet 07/06/2022 09:50 AM","Jul 06,2022","0.00","Ship Order"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79562","Finish Shop","1","PS-Finish Shipped 07/06/2022 01:34 PM","Jul 06,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79590","LETS GO BRANDON","1","PS-Finish Shipped 07/07/2022 09:11 AM","Jul 07,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79645","LETS GO BRANDON","2","PS-Finish Shipped 07/08/2022 09:53 AM","Jul 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79650","LETS GO BRANDON","1","PS-Finish Shipped 07/08/2022 10:29 AM","Jul 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79652","LETS GO BRANDON","1","PS-Finish Shipped 07/08/2022 11:47 AM","Jul 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79654","LETS GO BRANDON","1","PS-Finish Shipped 07/08/2022 12:35 PM","Jul 08,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 pothole rd., Naples, ID 83847","79703","finish shop","2","PS-Finish Shipped 07/11/2022 01:19 PM","Jul 11,2022","137.46","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79682","LETS GO BRANDON","1","PS-Finish Shipped 07/11/2022 09:32 AM","Jul 11,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79684","LETS GO BRANDON","1","PS-Finish Shipped 07/11/2022 10:01 AM","Jul 11,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79686","LETS GO BRANDON","1","PS-Finish Shipped 07/11/2022 09:15 AM","Jul 11,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79704","Finish Shop","1","PS-Finish Shipped 07/11/2022 01:56 PM","Jul 11,2022","117.05","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79273","finish shop","2","PS-Finish Shipped 06/24/2022 08:23 AM","Jul 12,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79731","LETS GO BRANDON","3","PS-Finish Shipped 07/12/2022 12:02 PM","Jul 12,2022","206.19","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78876","LETS GO BRANDON","1","PS-Finish Shipped 06/13/2022 07:17 AM","Jul 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","78883","LETS GO BRANDON","1","PS-Finish Shipped 06/13/2022 11:15 AM","Jul 13,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79261","LETS GO BRANDON","1","PS-On Pallet 06/23/2022 09:59 AM","Jul 23,2022","0.00","Ship Order"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79301","LETS GO BRANDON","1","PS-Finish Shipped 06/27/2022 08:58 AM","Jul 27,2022","0.00","Payment Needed"
"In House","710","Finish Shop","168 Pothole Rd., Naples, ID 83847","79338","LETS GO BRANDON","1","PS-Finish Shipped 06/28/2022 07:10 AM","Jul 28,2022","0.00","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78305","Remake of Vangesen Drawers  (76935)","1","BOXES-Loaded in Truck 06/01/2022 06:51 AM","Jun 01,2022","0.00","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78207","stanford doors","4","DOORS-Loaded in Truck 06/01/2022 06:50 AM","Jun 03,2022","160.07","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78147","Good Simple Living Drawers","47","BOXES-Loaded in Truck 06/01/2022 06:56 AM","Jun 03,2022","3,433.97","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78227","Morris Drawers ","16","BOXES-Loaded in Truck 06/03/2022 07:20 AM","Jun 03,2022","1,190.16","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78245","Morris Doors","36","DOORS-Loaded in Truck 06/10/2022 07:07 AM","Jun 06,2022","2,473.89","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78523","Cindy Fitzgerald end panels ","29","DOORS-On Pallet 06/08/2022 07:53 AM","Jun 09,2022","2,965.92","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78527","Cindy FitzGerald doors","116","DOORS-Loaded in Truck 06/10/2022 07:07 AM","Jun 09,2022","4,687.74","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78528","Cindy Fitzgerald Laundry","11","DOORS-Loaded in Truck 06/10/2022 07:07 AM","Jun 09,2022","426.38","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78148","Good Simple Living Doors","111","DOORS-Loaded in Truck 06/03/2022 07:17 AM","Jun 10,2022","6,328.60","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78380"," Berger Drawers (78370) #2","6","BOXES-Loaded in Truck 06/10/2022 07:08 AM","Jun 10,2022","387.39","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78370","Berger Drawers #1","26","BOXES-Loaded in Truck 06/10/2022 07:08 AM","Jun 10,2022","1,888.42","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78371","Berger","100","DOORS-Loaded in Truck 06/10/2022 07:07 AM","Jun 10,2022","4,655.03","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78516","Cindy Fitzgerald Drawers","64","BOXES-Sanded 06/16/2022 06:08 AM","Jun 16,2022","4,709.52","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78766","Barb add on ","3","DOORS-Loaded in Truck 06/17/2022 06:04 AM","Jun 17,2022","116.63","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78621","Charles","1","DOORS-Loaded in Truck 06/15/2022 04:07 PM","Jun 17,2022","54.08","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78874"," Wade Sadlier Sample (78854) #2","1","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 22,2022","24.94","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78854","Wade Sadlier Sample #1","1","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 22,2022","23.44","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78604"," Casadie Drawers Phase 1 (78579) #2","6","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 22,2022","547.74","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78629","Dillon Mastre Drawers","22","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 22,2022","1,340.55","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78630","Dillon Mastre Doors ","43","DOORS-Loaded in Truck 06/24/2022 06:12 AM","Jun 24,2022","2,447.08","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78579","Casadie Drawers Phase 1 #1","26","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","1,981.63","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78583","Cassidie Phase 2","23","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","1,624.18","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79030","Cramer  drawer Add on ","4","BOXES-Loaded in Truck 06/24/2022 06:09 AM","Jun 24,2022","307.83","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78603","Steve Ard Drawers ","4","BOXES-Loaded in Truck 06/24/2022 06:09 AM","Jun 24,2022","193.94","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79342","shop maple","0","none","Jun 28,2022","41.56","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79264","Steve Ard  drawer add on","1","BOXES-On Pallet 06/27/2022 12:48 PM","Jun 29,2022","71.25","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78647","Cassadie hood panels","3","DOORS-On Pallet 06/30/2022 09:16 AM","Jul 01,2022","736.60","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79292","Samples ","4","DOORS-On Pallet 06/29/2022 06:28 AM","Jul 01,2022","60.00","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79238","Cindy Fitzgerald Finish up add on","9","DOORS-On Pallet 06/29/2022 05:56 AM","Jul 01,2022","514.52","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79306"," Macek Closet  (79289) drawer #2","14","BOXES-Loaded in Truck 07/08/2022 06:20 AM","Jul 08,2022","1,467.98","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79289","Macek Closet  drawers #1","5","BOXES-Loaded in Truck 07/08/2022 06:20 AM","Jul 08,2022","360.39","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78624","Cassadie Upper Kitchen ","55","DOORS-Loaded in Truck 07/08/2022 06:19 AM","Jul 08,2022","2,760.37","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78628","Cassidie Laundry and Vanity","43","DOORS-Loaded in Truck 07/08/2022 06:19 AM","Jul 08,2022","2,129.60","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79290","Erik Hinkston drawers","13","BOXES-Loaded in Truck 07/08/2022 06:20 AM","Jul 08,2022","920.15","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79308"," Erick Hinkston (79291) #2","13","DOORS-Loaded in Truck 07/08/2022 06:19 AM","Jul 08,2022","224.97","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79291","Erick Hinkston #1","31","BOXES-Loaded in Truck 07/08/2022 06:20 AM","Jul 08,2022","1,390.07","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","78627","Cassidie Lower Kitchen ","56","DOORS-Loaded in Truck 07/08/2022 06:20 AM","Jul 08,2022","3,289.87","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79697","Litteral finish","10","PS-On Pallet 07/12/2022 11:11 AM","Jul 15,2022","538.50","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79666","Macek replacement ","2","DOORS-Solid Panel - Profiling 07/12/2022 11:41 AM","Jul 20,2022","71.04","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79583","Reichart Doors","45","DOORS-Cutlisted - In Process 07/11/2022 01:55 PM","Jul 22,2022","1,728.21","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79581","Reichart Drawers ","10","none","Jul 22,2022","604.00","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79569","Wade Sadlier Doors","75","DOORS-Cutlisted - In Process 07/11/2022 01:55 PM","Jul 22,2022","4,097.17","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79566","Wade Sadlier Drawers ","26","none","Jul 22,2022","1,746.70","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79452","fin-Mark Martin drawers #1","8","none","Jul 25,2022","456.40","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79497"," fin- Mark Martin (79452) drawers #2","35","none","Jul 25,2022","2,258.59","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79664","Donna Bejzak add on","8","none","Aug 19,2022","487.08","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79677","  Casside sink change  (79667) drawer","4","none","Aug 19,2022","211.48","Payment Needed"
"Local Truck","558","Martin Wood Products","2156 Homestead Loop, Bonners Ferry, ID 83805","79667","Casside sink change ","2","none","Aug 19,2022","71.04","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78210","Remake of Mellinger Display (76923)","3","DOORS-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","0.00","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78202","Doko Drawers","18","BOXES-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","1,144.13","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78116","seaman followup","5","DOORS-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","122.73","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78161"," seaman followup (78116) drawers","3","BOXES-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","137.09","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78280","  Blaylock (78247) drawers # 1","4","BOXES-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","199.87","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78281","  Blaylock (78247) drawers #2","2","BOXES-Loaded in Truck 06/03/2022 07:16 AM","Jun 03,2022","126.44","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78247","Blaylock","4","DOORS-Loaded in Truck 06/03/2022 07:17 AM","Jun 03,2022","340.73","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78313","Sukenik","35","DOORS-Loaded in Truck 06/10/2022 07:07 AM","Jun 10,2022","2,732.14","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78314","Sukenik drawers","16","BOXES-Loaded in Truck 06/10/2022 07:08 AM","Jun 10,2022","896.65","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78491","  Kinney 535 Cutter (78402) drawer #1","51","BOXES-Loaded in Truck 06/17/2022 06:03 AM","Jun 15,2022","4,055.05","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78402","Kinney 535 Cutter drawer #2","12","BOXES-Loaded in Truck 06/17/2022 06:03 AM","Jun 15,2022","1,571.49","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78420","Kinney 545","64","DOORS-On Pallet 06/13/2022 12:44 PM","Jun 15,2022","3,019.66","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78512","  Seiver (78437) drawers","4","BOXES-Loaded in Truck 06/17/2022 06:04 AM","Jun 15,2022","174.73","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78437","Seiver","6","DOORS-Loaded in Truck 06/17/2022 06:04 AM","Jun 15,2022","215.50","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78574","Hanson-TC / Drawers-1","37","BOXES-Loaded in Truck 06/17/2022 06:03 AM","Jun 17,2022","2,492.63","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78771","Bates-AK / Drawers-1","65","BOXES-On Pallet 06/22/2022 07:32 AM","Jun 22,2022","3,601.69","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78823","  Bates-AK / Doors-1 (78770)  #2","3","DOORS-On Pallet 06/21/2022 07:13 AM","Jun 22,2022","273.58","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78770","Bates-AK / Doors-1","58","DOORS-On Pallet 06/21/2022 10:58 AM","Jun 22,2022","3,269.23","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78916","Spangle-QC / Drawers-1","34","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","2,383.56","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78913","Spangle-QC / Doors-2","48","DOORS-Loaded in Truck 06/24/2022 06:10 AM","Jun 24,2022","2,379.09","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78537","Seright- Paint","27","DOORS-Loaded in Truck 06/24/2022 06:11 AM","Jun 24,2022","2,013.88","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78561","Seright Drawers Paint","14","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","649.25","Payment Needed"
